DATAFLOW,FREQ: Frequenza,REF_AREA: Territorio,DATA_TYPE: Indicatore,TYPE_OF_CROP: Tipo di coltivazione,DESTINATION_WINEGRAPES: Destinazione dell'uva da vino,TIME_PERIOD: Tempo,OBS_VALUE,OBS_STATUS: Stato dell'osservazione,NOTE_DS: Nota del dataset,NOTE_REF_AREA: Territorio,NOTE_DATA_TYPE: Indicatore,NOTE_TYPE_OF_CROP_EUCODE: Codice Eurostat,NOTE_TYPE_OF_CROP: Tipo di coltivazione,NOTE_DESTINATION_WINEGRAPES: Destinazione dell'uva da vino,NOTE_TIME_PERIOD: Tempo,BASE_PER: Anno base,UNIT_MEAS: Unità di misura,UNIT_MULT: Unità di moltiplicazione
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,5261734,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,5609200,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,49193795,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,55511121,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,61532808,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,5402903,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,5464882,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,5687181,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,3257,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,4036,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,4027,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,280,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,220,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,225,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,1620814,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,2011178,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,1870428,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,124881,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,111108,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,91173,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,1620814,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,2011178,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,1870428,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,124881,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,111108,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,91173,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,128,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,128,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,135,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,17730,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,16680,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,61325,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,17830,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,16780,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,61525,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,8750,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,10011,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,11001,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,152,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,154,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,122,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,4940730,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,6627020,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,7285390,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,49986,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,57264,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,45499,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,4940730,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,6627020,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,TP_QUIN_EXT: produzione totale - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,7285390,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,49986,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,57264,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC4: Lombardia,TP_QUIN_EXT: produzione totale - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,45499,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,2,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,3,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,ART: superficie totale - ettari,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,3,,,,,V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,5,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,6,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,ART: superficie totale - ettari,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2026,7,,,,,V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2024,500,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2025,750,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,HP_Q_EXT: produzione raccolta - quintali,OFTP: pomodoro da trasformazione in piena aria,ALL: tutte le voci,2026,100,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3120: V3120,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2024,1600,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
IT1:101_1015(1.0),A: annuale,ITD2: Provincia Autonoma Trento,HP_Q_EXT: produzione raccolta - quintali,OFTTOT: pomodoro da consumo fresco o da mensa,ALL: tutte le voci,2025,1600,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",V3110: V3110,,,,,,
