DATAFLOW,FREQ: Frequenza,REF_AREA: Territorio,DATA_TYPE: Indicatore,TYPE_OF_CROP: Tipo di coltivazione,DESTINATION_WINEGRAPES: Destinazione dell'uva da vino,TIME_PERIOD: Tempo,OBS_VALUE,OBS_STATUS: Stato dell'osservazione,NOTE_DS: Nota del dataset,NOTE_REF_AREA: Territorio,NOTE_DATA_TYPE: Indicatore,NOTE_TYPE_OF_CROP_EUCODE: Codice Eurostat,NOTE_TYPE_OF_CROP: Tipo di coltivazione,NOTE_DESTINATION_WINEGRAPES: Destinazione dell'uva da vino,NOTE_TIME_PERIOD: Tempo,BASE_PER: Anno base,UNIT_MEAS: Unità di misura,UNIT_MULT: Unità di moltiplicazione
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2026,71076128,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,25824161,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,27354611,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,27601314,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2024,10417944,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2025,10644513,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2026,9446006,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2024,66824985,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2025,68349416,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2026,72319222,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,205,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,269,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,282,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2026,192,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2024,44129,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2025,43967,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2026,42649,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,1141,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,1601,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,6254,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2026,10386,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2024,3069732,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2025,2903457,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2026,3101410,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,1141,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,1601,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,6254,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2026,10386,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2024,3069732,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2025,2903457,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2026,3101410,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,1,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,1,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,1,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2024,452,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2025,460,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2026,480,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,40,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,40,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,40,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2024,21149,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2025,30000,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT: produzione raccolta - quintali,WINEES: uva da vino,ALL: tutte le voci,2026,32000,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,40,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,40,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,TP_QUIN_EXT: produzione totale - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,40,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2024,21149,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2025,30000,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC2: Valle d'Aosta / Vallée d'Aoste,TP_QUIN_EXT: produzione totale - quintali,WINEES: uva da vino,ALL: tutte le voci,2026,32000,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,19230,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,19231,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,16248,,,,,O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2024,2,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2025,2,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2026,2,,,,,W1200: W1200,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2024,1784,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2025,1786,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,ART: superficie totale - ettari,WINEES: uva da vino,ALL: tutte le voci,2026,1698,,,,,W1100: W1100,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2024,310150,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2025,201613,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,OLIVTAB_OIL: olive da tavola e da olio,ALL: tutte le voci,2026,253000,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",O1000: O1000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC3: Liguria,HP_Q_EXT: produzione raccolta - quintali,TABLEGRAPES: uva da tavola,ALL: tutte le voci,2024,140,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",W1200: W1200,,,,,,
