DATAFLOW,FREQ: Frequenza,REF_AREA: Territorio,DATA_TYPE: Indicatore,TYPE_OF_CROP: Tipo di coltivazione,DESTINATION_WINEGRAPES: Destinazione dell'uva da vino,TIME_PERIOD: Tempo,OBS_VALUE,OBS_STATUS: Stato dell'osservazione,NOTE_DS: Nota del dataset,NOTE_REF_AREA: Territorio,NOTE_DATA_TYPE: Indicatore,NOTE_TYPE_OF_CROP_EUCODE: Codice Eurostat,NOTE_TYPE_OF_CROP: Tipo di coltivazione,NOTE_DESTINATION_WINEGRAPES: Destinazione dell'uva da vino,NOTE_TIME_PERIOD: Tempo,BASE_PER: Anno base,UNIT_MEAS: Unità di misura,UNIT_MULT: Unità di moltiplicazione
IT1:101_1015(1.0),A: annuale,IT: Italia,ART: superficie totale - ettari,SOYA: soia,ALL: tutte le voci,2024,336743,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,ART: superficie totale - ettari,SOYA: soia,ALL: tutte le voci,2025,297775,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,ART: superficie totale - ettari,SOYA: soia,ALL: tutte le voci,2026,291260,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,ART: superficie totale - ettari,WHEATD: frumento duro,ALL: tutte le voci,2024,1177436,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,ART: superficie totale - ettari,WHEATD: frumento duro,ALL: tutte le voci,2025,1134227,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,ART: superficie totale - ettari,WHEATD: frumento duro,ALL: tutte le voci,2026,1123500,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,BEETS: barbabietola da zucchero,ALL: tutte le voci,2024,15344390,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,BEETS: barbabietola da zucchero,ALL: tutte le voci,2025,9140281,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2024,25629663,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2025,25108532,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2026,29568933,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,MAIZE: mais,ALL: tutte le voci,2024,49244977,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,MAIZE: mais,ALL: tutte le voci,2025,55111196,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,MAIZE: mais,ALL: tutte le voci,2026,54376129,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,RICE: riso,ALL: tutte le voci,2024,14487562,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,RICE: riso,ALL: tutte le voci,2025,13851501,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,SOYA: soia,ALL: tutte le voci,2024,10805915,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,SOYA: soia,ALL: tutte le voci,2025,10603981,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,SOYA: soia,ALL: tutte le voci,2026,9450227,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,WHEATD: frumento duro,ALL: tutte le voci,2024,35000739,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,WHEATD: frumento duro,ALL: tutte le voci,2025,36182505,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,HP_Q_EXT: produzione raccolta - quintali,WHEATD: frumento duro,ALL: tutte le voci,2026,39020884,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,BEETS: barbabietola da zucchero,ALL: tutte le voci,2024,17436041,,,,,R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,BEETS: barbabietola da zucchero,ALL: tutte le voci,2025,10133687,,,,,R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2024,25820218,,,,,C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2025,25243733,,,,,C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2026,29723768,,,,,C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,MAIZE: mais,ALL: tutte le voci,2024,49709742,,,,,C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,MAIZE: mais,ALL: tutte le voci,2025,56620427,,,,,C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,MAIZE: mais,ALL: tutte le voci,2026,54837817,,,,,C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,RICE: riso,ALL: tutte le voci,2024,14487562,,,,,C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,RICE: riso,ALL: tutte le voci,2025,13851501,,,,,C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,SOYA: soia,ALL: tutte le voci,2024,10994471,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,SOYA: soia,ALL: tutte le voci,2025,10786109,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,SOYA: soia,ALL: tutte le voci,2026,9609301,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,WHEATD: frumento duro,ALL: tutte le voci,2024,36033466,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,WHEATD: frumento duro,ALL: tutte le voci,2025,36676267,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,IT: Italia,TP_QUIN_EXT: produzione totale - quintali,WHEATD: frumento duro,ALL: tutte le voci,2026,39513628,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,BEETS: barbabietola da zucchero,ALL: tutte le voci,2024,389,,,,,R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,BEETS: barbabietola da zucchero,ALL: tutte le voci,2025,331,,,,,R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,COMMEAT: frumento tenero,ALL: tutte le voci,2024,72711,,,,,C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,COMMEAT: frumento tenero,ALL: tutte le voci,2025,67887,,,,,C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,COMMEAT: frumento tenero,ALL: tutte le voci,2026,74452,,,,,C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,MAIZE: mais,ALL: tutte le voci,2024,115746,,,,,C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,MAIZE: mais,ALL: tutte le voci,2025,127293,,,,,C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,MAIZE: mais,ALL: tutte le voci,2026,116856,,,,,C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,RICE: riso,ALL: tutte le voci,2024,117671,,,,,C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,RICE: riso,ALL: tutte le voci,2025,120236,,,,,C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,SOYA: soia,ALL: tutte le voci,2024,12370,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,SOYA: soia,ALL: tutte le voci,2025,11223,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,SOYA: soia,ALL: tutte le voci,2026,9398,,,,,I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,WHEATD: frumento duro,ALL: tutte le voci,2024,2455,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,WHEATD: frumento duro,ALL: tutte le voci,2025,1974,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,ART: superficie totale - ettari,WHEATD: frumento duro,ALL: tutte le voci,2026,1284,,,,,C1120: C1120,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,BEETS: barbabietola da zucchero,ALL: tutte le voci,2024,150515,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,BEETS: barbabietola da zucchero,ALL: tutte le voci,2025,146074,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",R2000: R2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2024,3952285,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2025,3878703,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,COMMEAT: frumento tenero,ALL: tutte le voci,2026,3914208,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1110: C1110,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,MAIZE: mais,ALL: tutte le voci,2024,13549475,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,MAIZE: mais,ALL: tutte le voci,2025,14965982,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,MAIZE: mais,ALL: tutte le voci,2026,13134511,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1500: C1500,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,RICE: riso,ALL: tutte le voci,2024,7912903,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,RICE: riso,ALL: tutte le voci,2025,7041418,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C2000: C2000,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,SOYA: soia,ALL: tutte le voci,2024,416536,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,SOYA: soia,ALL: tutte le voci,2025,379410,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,SOYA: soia,ALL: tutte le voci,2026,271511,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",I1130: I1130,,,,,,
IT1:101_1015(1.0),A: annuale,ITC1: Piemonte,HP_Q_EXT: produzione raccolta - quintali,WHEATD: frumento duro,ALL: tutte le voci,2024,88462,,,,"TIPO_DATO5__HP_Q_EXT_N1: Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.",C1120: C1120,,,,,,
