56	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
57	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
58	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
59	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
60	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
61	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
62	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
63	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
64	NO	NO	NENHUM	homepage/menu/pagina administrativa ou de outro assunto (lida)	-
65	YES	YES	T2+T3	boletim agrometeo: previsao do tempo + defesa	Il tempo previsto nei prossimi giorni
66	YES	YES	T2+T3	boletim agrometeo (outra zona, mesma serie)	Torna ad espandersi un promontorio anticiclonico
67	YES	YES	T2+T3	boletim agrometeo (outra zona, mesma serie)	Le temperature sopra la media
68	YES	YES	T2+T3	boletim agrometeo (outra zona, mesma serie)	per il Veneto le condizioni sono generalmente stabili
69	YES	YES	T2	tabela de precipitacoes diarias por estacao	Precipitazioni giornaliere (mm)
70	NO	YES	T3	boletim fitossanitario (defesa integrada)	BOLLETTINO FITOSANITARIO DELLA PROVINCIA DI SALERNO
71	NO	YES	T3	monitorizacao da mosca da oliveira	Monitoraggio mosca dell'olivo
72	YES	YES	T2+T3	notiziario agrometeorologico: situacao sinoptica + defesa	Il quadro sinottico euro atlantico
73	NO	YES	T3	boletim mosca da oliveira	MOSCA DELLE OLIVE
74	NO	NO	NENHUM	apresentacao institucional da CIA	La Cia Cia-Agricoltori Italiani
75	NO	NO	NENHUM	historia da Confagricoltura	La nostra Storia
76	NO	NO	NENHUM	registo de ajudas de estado	Regime di aiuti
77	NO	NAO_SEI	NENHUM	publicacao sobre inovacao na agricultura	Il futuro dell'agricoltura I percorsi di innovazione
78	NO	NO	NENHUM	pagina YouTube so com titulo (enoturismo)	requisiti principali per svolgere attività enoturistica
79	NO	NAO_SEI	NENHUM	pagina YouTube so com titulo (pulverizadores)	controllo delle macchine irroratrici
80	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
81	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
82	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
83	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
84	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
85	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
86	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
87	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
88	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
89	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
90	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
91	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
92	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
93	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
94	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
95	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
96	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
97	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
98	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
99	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
100	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
101	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
102	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
103	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
104	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
105	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
106	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
107	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
108	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
109	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
110	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
111	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
112	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
113	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
114	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
115	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
116	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
118	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
119	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
120	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
121	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
122	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
123	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
124	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
125	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
126	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
127	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
128	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
129	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
130	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
131	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
132	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
133	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
134	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
135	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
136	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
137	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
138	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
139	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
140	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
141	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
162	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
163	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
164	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
165	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
166	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
167	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
168	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
169	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
170	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
171	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
172	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
173	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
174	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
175	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
176	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
177	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
178	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
179	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
180	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
181	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
182	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
183	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
184	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
185	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
186	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
187	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
188	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
189	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
190	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
191	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
192	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
193	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
194	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
195	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
196	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
197	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
198	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
199	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
200	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
201	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
202	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
203	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
204	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo: sem fala nem descricao (fora da conta)	-
117	NO	NO	NENHUM	indice do boletim oficial	Bollettino Ufficiale
78	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo (fora da conta)	-
79	NAO_SEI	NAO_SEI	-	pagina YouTube so com titulo (fora da conta)	-
142	YES	YES	T2	boletim agrometeorologico semanal: diario meteo, temperaturas, disponibilidade hidrica	Diario meteorologico: temperature in calo e precipitazioni diffuse
143	YES	YES	T2+T3	boletim agrometeo N56 zona 1	Il tempo sulla regione sarà instabile
144	YES	YES	T2+T3	boletim agrometeo N56 zona 9	Da mercoledì comincerà ad avvicinarsi una saccatura
145	YES	YES	T2+T3	boletim agrometeo N56 zona 16	fase di tempo instabile
146	YES	YES	T2+T3	boletim agrometeo N56 zona 24	Il tempo sulla regione sarà instabile
147	YES	YES	T2	precipitacoes diarias por estacao (outro periodo)	Precipitazioni giornaliere (mm) dal 09/09/2026
148	NO	NO	NENHUM	dioxinas no ar apos incendio	monitoraggio diossine disperse in aria
149	NO	NO	NENHUM	qualidade do ar (lista de boletins)	Bollettino della qualità dell'aria
150	NO	NO	NENHUM	qualidade do ar (lista de boletins, outra captura)	Bollettino della qualità dell'aria
151	NO	NO	NENHUM	evento institucional sobre ambiente	Stati generali dell'ambiente
152	NO	NO	NENHUM	certificado ISO	CERTIFICATO DI SISTEMA DI GESTIONE
153	YES	NO	T2	programa de workshop sobre neve, monitorizacao e alteracoes climaticas na montanha	monitoraggio, ricerca e cambiamento climatico
154	NO	NO	NENHUM	menu do gabinete de imprensa	Ufficio Stampa - ARPA FVG
155	NO	NO	NENHUM	carta de servicos	La Carta dei Servizi 2015
156	NO	NO	NENHUM	tarifario	TARIFFARIO
157	NO	NO	NENHUM	radioatividade	Radioattività e radiazioni ionizzanti
158	NO	NO	NENHUM	formulario de reclamacao	MODULO RECLAMO
159	NO	NO	NENHUM	qualidade e seguranca	Manuale della qualità
160	NO	NO	NENHUM	qualidade e seguranca (outra captura)	Manuale della qualità
161	YES	YES	T2	consorcios de bonifica: agua de rega e alteracoes climaticas	governo delle acque irrigue
205	NO	NO	NENHUM	mercado imobiliario	Osservatorio Mercato Immobiliare
206	NO	NAO_SEI	NENHUM	jornadas sobre polen e aerobiologia	pollini e monitoraggio aerobiologico
207	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
208	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
209	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
210	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
211	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
212	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
213	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
214	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
215	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
216	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
217	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
218	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
219	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
220	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
221	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
222	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
223	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
224	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
225	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
226	NO	NAO_SEI	OUTRO	materia de outro universo (vinho/mercado/universidade) - amostra de controlo	-
