4c7bb338bd9f8ff2aafb3b5e31ffdafa9e38236a26ee3912ebf94a734bf04ae3	NO		pagina-indice, menu ou administrativa do servico (lida)
d880146d6344a770d860c541661ecb9de9d3de694e884c46168392e2b2fe0430	YES		boletim APOL mosca da oliveira: fase, infestacao, meteo, tratamento
63430c6290ceed39003c57832146a82cfaf09472cb7e060db9f855d1f68f56d2	YES		boletim APOL mosca da oliveira: fase, infestacao, meteo, tratamento
b0bc8688c56a47dd98a19af06b5a052b454fcff8468cd33439e2d916bb73273c	NAO_SEI		ficha de defesa da vinha (disciplinar do ano): orienta, nao diz o momento
0acb952d9bd5bb6a830c1be782f576da3d32edb89903a72f5c51d9b1edd8a5ab	NO		anuncio de encontro tecnico
433a3f5deb502e02211128bbb83075fc2fe011d5ba1cb817c7cc5d722a1020d2	NO		anuncio de evento (balanco fitossanitario 2025)
0208a0b213527df6d94f6d8159bc50587ef8fa80b18bcba7533a1259bbbbf125	NAO_SEI		decretos de area delimitada (data regulatoria != janela)
2c7cc2f8689d1646aea56c37c5790b9e8e09bfd86c18f39af872c6fd0431e3c8	NAO_SEI		previsao do tempo regional: tempo puro sem cultura
e4a33710dde15b99f415046f699cff0b409a44b89239a3bbbc947055251b1870	NO	REROUTE	boletim do mar
b8f8922e3c8a06dc19aa21f8a24d55c8359d6c008622aef08e863db5e93a9cc5	NO	REROUTE	boletim do mar/costa
33bde7f65099e9ddb0893310b4ced448cedc19450394f77ee1d887d86d1bf98f	NAO_SEI		boletim de montanha: tempo puro sem cultura
290dd720d1f4a23e3bbcfd6f3230eb674714d1d851e27994e468a396ab50ce5e	NO		pagina-indice, menu ou administrativa do servico (lida)
371aa673910520bccbeda1dc60269da36962164e218618bb2b1faf8d85813565	NO		pagina-indice, menu ou administrativa do servico (lida)
7a0d47529cd1081bcba39329e17bf69a24e139a7d76116c7c7d97064fd1e2636	NO		pagina-indice, menu ou administrativa do servico (lida)
44ad9a0cbfd5cd649574313d1d012260882c4987713994ac6f9815ae0b45242c	NO		pagina-indice, menu ou administrativa do servico (lida)
8beae9dd3bcdd151464dc5760486d32b93f1ba5fa2b76dc3bdd6727f1f58c87d	NO		pagina-indice, menu ou administrativa do servico (lida)
4a4b9119ffd9fad9899803afef1a23621a5c9fe9acb8dd4f54d30a8432b17808	NO		noticia sobre tecnica de confusao vibracional (sem momento)
712ae395e5761b4f19a830188170c0198a3ec617c51dfe50d04d4048ac9136cf	NO		pagina-indice, menu ou administrativa do servico (lida)
ae880949f1a9f97d22b9f11de90b1ae3a78294ff417fb1d068334580e08c3619	NO		pagina-indice, menu ou administrativa do servico (lida)
ab1aeffcb5eaad1ef8de4ab731788475db11db8e70fb670c97416acfb1a2ba96	NO		pagina-indice, menu ou administrativa do servico (lida)
daebd2b938db21ea39a3e7aeaf7861c41fdbb58bdc9912ee139290f75cafdcfe	NO		comunicado de imprensa (congresso)
7f5856128d014f9a64937b49dffd087939a74a47c841e9465c39b37154a78eac	YES		boletim agrometeorologico semanal ARPAE: diario meteo, disponibilidade hidrica
ece748ebe0e8678a014c9a14852a8b22895e789bec9c436cb9ecefde2fb92f50	YES		boletim agrometeorologico semanal ARPAE: diario meteo, disponibilidade hidrica
85eea8b603406452f01d766d8a5ce020ac2b2e347aa81ea21e1ba9a166d84e56	YES		notiziario agrometeorologico e fitossanitario ARIF: sinotica + fenologia + defesa
a018e7f0dfdd93115dd676fc4daca45c3ddcbeceff1aebc60ad5f2e7d2c9f85c	YES		notiziario agrometeorologico e fitossanitario ARIF: sinotica + fenologia + defesa
98769f390b34e392dc53b57a127c1973a258b3c1fd24303933d926cafef917c3	YES		notiziario agrometeorologico e fitossanitario ARIF: sinotica + fenologia + defesa
6282c018d9d91acb09f3e05ee39589ffc6d6bfde73850ae0be2028fb9dafcd53	YES		boletim fitossanitario Campania por provincia: fase, limiar, tratamento
8d4ff96a1387f2ee67c3fbde41c73c0eb2022d2831527f6d9c680e025a4831c8	YES		boletim fitossanitario Campania por provincia: fase, limiar, tratamento
9f62cce86dc3911c49743f8ca8de89514f3663c3145c686b45980c404eee0860	YES		boletim fitossanitario Campania por provincia: fase, limiar, tratamento
fce0cc8c80d93e7953bc8f1753d716d72a603d1e4f2effaaaf9bc7668881c0ff	YES		boletim fitossanitario Campania por provincia: fase, limiar, tratamento
eb87d60ab10c7c5a5613360cefd36e44d4591ed66a755d555ed50a7223c98511	YES		boletim fitossanitario Campania por provincia: fase, limiar, tratamento
b6e1dc18c529b59c1dd139b6e29044fa2b2db3df3c4da159f53459be98990849	YES		ARPAV Agrometeo Informa (zona nova, edicao N57): tempo + defesa
579c6fa68d0bd898c70fe2fca23898ab55b3120f003f1be9b0be9165de6922b2	YES		ARPAV Agrometeo Informa (zona nova, edicao N57): tempo + defesa
1d05f3f5a45b97764806cb2fe5064a9e923cf8bdb3821798792a08c247570e1b	YES		ARPAV Agrometeo Informa (zona nova, edicao N57): tempo + defesa
7fcdf3e3a884992ed21ba4095be47722e6f063c38258b786e62bd36bfa71e137	YES		ARPAV Agrometeo Informa (zona nova, edicao N57): tempo + defesa
