TIPO,PAIS,NOME,URL,PARA_QUE_SERVE,QUEM_VIU,ONDE_VIU,NOTA
OUTRO,OUTRO,cialiguria.org — Cia Confederazione Italiana Agricoltori,http://www.cialiguria.org/hm/homepage-cialiguria.html,"mostra a voz do produtor · mostra a politica agricola — em vite, olivo, riso, ortaggi (territorio citado: LIGURIA;LOMBARDIA;UMBRIA) — alimenta T7;T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://cia.it/ | https://cia.it/associazioni-cia/agia/ | https://cia.it/associazioni-cia/aidaldo-invalidi-e-datori-lavoro-domestico/ | https://cia.it/associazioni-cia/anp/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LIGURIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [COOPERATIVA_OP;ASSOCIACAO_AGRICOLA;MIDIA_TECNICA;CAMARA_COMERCI
ORGANIZACAO,IT,cia-puglia.it — Home - CIA Puglia,https://cia-puglia.it/,"avisa praga e doenca · diz o que se planta e quanto sai · mostra a politica agricola — em cereali, riso (territorio citado: PIEMONTE;PUGLIA;SICILIA;TOSCANA;VENETO) — alimenta T7;T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://cia.it/ | https://cia.it/associazioni-cia/agia/ | https://cia.it/associazioni-cia/aidaldo-invalidi-e-datori-lavoro-domestico/ | https://cia.it/associazioni-cia/anp/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=PIEMONTE;PUGLIA;SICILIA;TOSCANA;VENETO (TEXTO_DA_PAGINA (5 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,ciaumbria.it — Home,http://www.ciaumbria.it/,"diz o que se planta e quanto sai — em vite, olivo (territorio citado: LAZIO;PUGLIA;UMBRIA) — alimenta T7;T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://cia.it/ | https://cia.it/associazioni-cia/agia/ | https://cia.it/associazioni-cia/aidaldo-invalidi-e-datori-lavoro-domestico/ | https://cia.it/associazioni-cia/anp/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=UMBRIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [REGIONE;UNIVERSIDADE;CENTRO_PESQUISA;ASSOCIACAO_AGRICOLA;ORDEM_P
ORGANIZACAO,IT,ciaveneto.it — CIA Veneto | Consulenza e Servizi per l'Agricoltura,https://www.ciaveneto.it/,"avisa praga e doenca · mede tempo, agua ou solo · diz o que se planta e quanto sai · esta ao lado de quem aplica · acompanha preco e mercado · mostra a politica agricola — em cereali, frumento duro, mais, riso (territorio citado: EMILIA-ROMAGNA;PIEMONTE;SICILIA;VENETO) — alimenta T7;T12","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://cia.it/ | https://cia.it/associazioni-cia/agia/ | https://cia.it/associazioni-cia/aidaldo-invalidi-e-datori-lavoro-domestico/ | https://cia.it/associazioni-cia/anp/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=VENETO (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
ORGANIZACAO,IT,caa.cia.it — Centro Assistenza Agricola | della Confederazione Italiana Agricoltori,https://caa.cia.it/,mostra a voz do produtor · mostra a politica agricola (territorio citado: LAZIO) — alimenta T7;T12;T4,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://cia.it/ | https://cia.it/associazioni-cia/agia/ | https://cia.it/associazioni-cia/aidaldo-invalidi-e-datori-lavoro-domestico/ | https://cia.it/associazioni-cia/anp/,CANDIDATA classe A em 2026-09-14; proximidade=NEAR_PRIMARY; recorrencia=LOW; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
BASE_OFICIAL,IT,sia.regione.liguria.it — Bollettino Olivo n.2 - Servizi Imprese Agricole,https://sia.regione.liguria.it/index.php/bollettini-olivo/,"avisa praga e doenca · mede tempo, agua ou solo · publica ensaio e pesquisa — em vite, olivo, pero (territorio citado: LIGURIA) — alimenta T3;T2","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | WebSearch (busca por palavra) | https://agrometeorologia.it/ | https://arpa.marche.it/comunicazione/link-arpa,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=LIGURIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,unibzmagazine.it — Magazine / Free University of Bozen-Bolzano,https://www.unibzmagazine.it,publica ensaio e pesquisa · mostra a voz do produtor · mostra a politica agricola (territorio citado: LAZIO;SICILIA;TRENTINO-ALTO ADIGE) — alimenta T5;T8;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://unibz.it/ | https://www.unibz.it/en/faculties/design-art/master-eco-social-design | https://www.unibz.it/en/faculties/economics-management/master-digital-socially-sustainable-human-resources-management | https://,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=LAZIO;SICILIA;TRENTINO-ALTO ADIGE (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [UNIVERSIDADE;COOPERATIVA_OP;MIDIA_TECNICA;EMPRESA_I
ORGANIZACAO,IT,aissa.it — AISSA :: Home,https://aissa.it/,avisa praga e doenca · diz o que se planta e quanto sai · esta ao lado de quem aplica — alimenta T3;T1;T7,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",http://www.agrometeorologia.it/chi-siamo/ | https://agrometeorologia.it/ | https://soihs.it/ | https://www.agrometeorologia.it/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (TEXTO_DA_PAGINA (7 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica
ORGANIZACAO,IT,caa.cia.it — Centro Assistenza Agricola | della Confederazione Italiana Agricoltori,https://caa.cia.it/,diz o que se planta e quanto sai · mostra a voz do produtor · mostra a politica agricola (territorio citado: LAZIO) — alimenta T7;T12;T4,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://ciatoscana.eu/ | https://italmopa.com/link-utili/ | https://www.agrinsieme.it/,CANDIDATA classe A em 2026-09-14; proximidade=NEAR_PRIMARY; recorrencia=LOW; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,toscana-notizie.it — Home - Toscana Notizie,https://www.toscana-notizie.it/,publica ensaio e pesquisa · esta ao lado de quem aplica · mostra a voz do produtor — em riso (territorio citado: LAZIO;TOSCANA;VENETO) — alimenta T5;T7;T8,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://regione.toscana.it/ | https://www.regione.toscana.it/-/alta-formazione-e-ricerca-azione-bando-2026-finanziamenti-per-progetti-con-attivazione-di-contratti-per-tecnologo | https://www.regione.toscana.it/-/bandi-di,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LAZIO;TOSCANA;VENETO (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;REGIONE;UNIVERSIDADE;COOPERATIVA_OP;ASSOCIAC
OUTRO,IT,akis.servizirl.it — Home - AKIS,https://akis.servizirl.it/,"avisa praga e doenca · mede tempo, agua ou solo · mostra a politica agricola — em riso, pero, nocciolo (territorio citado: LOMBARDIA) — alimenta T7;T5","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://comune.codogno.lo.it/ | https://ersaf.lombardia.it/ | https://www.ersaf.lombardia.it/ | https://www.ersaf.lombardia.it/agricoltura-agrometeorologia/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LOMBARDIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;REGIONE;CENTRO_PESQUISA;CONSORZIO_BONIFICA;
BASE_OFICIAL,IT,mase.gov.it — Home - Ministero dell'Ambiente e della Sicurezza energetica,https://www.mase.gov.it/portale/home,avisa praga e doenca · diz o que se planta e quanto sai · diz o que esta autorizado · mostra a politica agricola — em riso (territorio citado: LAZIO) — alimenta T4;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",http://www.isprambiente.gov.it/it/feed-rss/feed-rss-le-notizie-ispra-in-tempo-reale | https://isprambiente.gov.it/ | https://www.appa.provincia.tn.it/Documenti-e-dati/Documenti-tecnici-di-supporto/Circonvallazione-ferrov,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,soihs.it — SOI,https://www.soihs.it/acta/default.aspx,"NAO SEI — a pagina nao mostrou — em vite, frutta, agrumi","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://soihs.it/ | https://www.soihs.it/ | https://www.soihs.it/soi/assemblea_dei_soci_soi.aspx | https://www.soihs.it/soi/assemblea_dei_soci_soi/assemblea_dei_soci_soi_2019.aspx,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=UNKNOWN; regiao=ITALIA (TEXTO_DA_PAGINA (11 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;UNIVERSIDADE;CENTRO_PESQUISA;ASSOCIAC
OUTRO,IT,nomisma.it — Osservatorio Wine Monitor | Nomisma,https://www.nomisma.it/soluzioni/ricerca/osservatori-abbonamento/osservatorio-wine-monitor/,avisa praga e doenca · mostra a politica agricola (territorio citado: LAZIO;PIEMONTE;TOSCANA) — alimenta T3;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://nomisma.it/ | https://www.nomisma.it/ | https://www.nomisma.it/chi-siamo/i-nostri-partners/ | https://www.nomisma.it/settori/consulenza-criteri-esg/,"CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LAZIO;PIEMONTE;TOSCANA (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [REGIONE;COOPERATIVA_OP;ASSOCIACAO_AGRICOLA], e deteccao por "
OUTRO,IT,nomisma.it — Osservatorio Agrifood Monitor | Nomisma,https://www.nomisma.it/soluzioni/ricerca/osservatori-abbonamento/osservatorio-agrifood-monitor/,avisa praga e doenca · mostra a politica agricola (territorio citado: LAZIO;PIEMONTE;TOSCANA) — alimenta T3;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://nomisma.it/ | https://www.nomisma.it/ | https://www.nomisma.it/chi-siamo/i-nostri-partners/ | https://www.nomisma.it/settori/consulenza-criteri-esg/,"CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=LAZIO;PIEMONTE;TOSCANA (TEXTO_DA_PAGINA (3 regioes citadas)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [REGIONE;COOPERATIVA_OP;ASSOCIACAO_AGRICOLA], e deteccao por pa"
OUTRO,IT,vallisavonesigal.it — Gal Valli Savonesi - Impegnati sul territorio di Savona e provincia,https://www.vallisavonesigal.it/,publica ensaio e pesquisa · mostra a politica agricola — em riso (territorio citado: LIGURIA) — alimenta T5;T12,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://www.cersaa.it/ | https://www.cersaa.it/bollettini-caar/ | https://www.cersaa.it/category/avvisi-e-bandi/ | https://www.cersaa.it/category/news/,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=LOW; regiao=LIGURIA (TEXTO_DA_PAGINA (uma regiao citada)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;REGIONE;CENTRO_PESQUISA;COOPERATIVA_OP;ASSOCIACAO_AGRICOLA;C
BASE_OFICIAL,IT,regione.sicilia.it — Servizio fitosanitario regionale | Regione Siciliana,https://www.regione.sicilia.it/istituzioni/regione/strutture-regionali/assessorato-agricoltura-sviluppo-rurale-pesca-mediterranea/dipartimento-agricoltura/servizi/servizio-fitosanitario-regionale,avisa praga e doenca · diz o que se planta e quanto sai · mostra a politica agricola (territorio citado: LAZIO;PIEMONTE;SICILIA) — alimenta T3;T4,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | WebSearch (busca por palavra) | https://arpa.marche.it/comunicazione/link-arpa | https://tutelaaranciarossa.it/,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=HIGH; regiao=SICILIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
BASE_OFICIAL,IT,"masaf.gov.it — Masaf - MASAF - Ministero dell'agricoltura, della sovranità alimentare e delle f",https://www.masaf.gov.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/202,"diz o que se planta e quanto sai · mostra a politica agricola — em vite, riso (territorio citado: CALABRIA;LAZIO;PIEMONTE) — alimenta T4;T12;T1","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://assofertilizzanti.federchimica.it/progetto-qualita/modulistica-per-le-imprese | https://assofertilizzanti.federchimica.it/progetto-qualita/progetto | https://www.reterurale.it/,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,sistan.it — Home | Sistan - Sistema Statistico Nazionale,https://www.sistan.it/,diz o que se planta e quanto sai · anuncia evento tecnico — alimenta T1;T11,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://www.istat.it/ | https://www.istat.it/attivita-e-servizi-per-tipo-di-utenti/ | https://www.istat.it/attivita-e-servizi-per-tipo-di-utenti/giornalisti/ | https://www.istat.it/attivita-e-servizi-per-tipo-di-utenti/g,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (TEXTO_DA_PAGINA (6 regioes citadas — alcance nacional)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [REGIONE;CENTRO_PESQUISA;ASSOCIACAO_AGRICOLA;MIDIA_TECNICA
OUTRO,IT,ilbiodentrodinoi.it — Il bio dentro di noi - Il bio dentro di noi,https://www.ilbiodentrodinoi.it/,publica ensaio e pesquisa — em cereali (territorio citado: LAZIO) — alimenta T5,"claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://feder.bio/ | https://feder.bio/come-associarsi/ | https://feder.bio/i-nostri-partner/ | https://feder.bio/i-soci-di-federbio/,"CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=LOW; regiao=LAZIO (TEXTO_DA_PAGINA (uma regiao citada)); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [UNIVERSIDADE;MIDIA_TECNICA;EMPRESA_INSUMOS], e deteccao por palavra diz de que a"
CIENCIA,IT,regflor.it — Istituto Regionale per la Floricoltura,https://www.regflor.it/,"avisa praga e doenca · diz o que se planta e quanto sai · publica ensaio e pesquisa — em riso, pero, floricoltura (territorio citado: LAZIO;LIGURIA) — alimenta T3;T5;T1","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",WebSearch (busca por palavra) | https://sia.regione.liguria.it/ | https://sia.regione.liguria.it/index.php/agricoltura-sociale/ | https://sia.regione.liguria.it/index.php/bollettino-agrometeo-liguria/,CANDIDATA classe A em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=LIGURIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica
OUTRO,IT,nbfc.it — Home - NBFC,https://www.nbfc.it/,"avisa praga e doenca · diz o que se planta e quanto sai · publica ensaio e pesquisa · mostra a politica agricola — em riso, pero — alimenta T5","claude-code (missao ITALY-DEEP-SOURCE-RESEARCH, 2026-09-14)",https://di4a.uniud.it/ | https://di4a.uniud.it/it/didattica/dottorati-di-ricerca | https://di4a.uniud.it/it/manual-links/menu/didattica | https://di4a.uniud.it/it/manual-links/menu/dipartimento,CANDIDATA classe B em 2026-09-14; proximidade=PRIMARY; recorrencia=MEDIUM; regiao=ITALIA (AFIRMADA NA LEITURA HUMANA — ver QUALITY_REASON); SOURCE_ID nao atribuido — nasce na porta canonica; TIPO=OUTRO porque a gaveta NAO foi provada: o dominio nao e institucional e ninguem leu esta fonte a mao. O que a maquina detetou na pagina foi [AGENZIA_REGIONALE;UNIVERSIDADE;CENTRO_PESQUISA;COOPERATIVA_OP;AS
