SOURCE_ID,SOURCE_NAME,TERRITORY,ROTAS_PROVADAS,MIME,ROTA_EXEMPLO,BYTES_GUARDADOS_EM_DISCO,O_QUE_O_CONTRATO_AINDA_TEM_DE_DIZER,EVIDENCIA
IT-T1-015,Terra e Vita — Edagricole,T1,1,text/html,https://terraevita.edagricole.it/agridaily-guida-pac/pac-per-gli-agricoltori/approfondimenti-pac/dublino-mette-alla-prova-la-nuova-agricoltura-europea-sicurezza-innovazione-e-risorse/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-015/MANIFEST.json
IT-T1-016,Italia Olivicola,T1,1,text/html,https://www.italiaolivicola.it/category/news/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-016/MANIFEST.json
IT-T1-017,Olivo e Olio — Edagricole,T1,1,text/html,https://olivoeolio.edagricole.it/notizie-dalle-aziende/evolio-expo-conquista-usa-buyer-pronti-per-bari-2027/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-017/MANIFEST.json
IT-T1-018,Rivista di Agraria,T1,1,text/html,https://www.rivistadiagraria.org/articoli/anno-2026/sapore-della-salute/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-018/MANIFEST.json
IT-T1-019,SIA — Societa Italiana di Agronomia,T1,1,application/pdf,https://siagr.it/wp-content/uploads/2025/01/Statuto-della-Societa-Italiana-di-Agronomia19.06.2023.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-019/MANIFEST.json
IT-T1-020,Agriligurianet — Regione Liguria agricoltura,T1,1,text/html,https://www.agriligurianet.it/it/impresa/2013-04-04-08-54-42/approfondimenti.html,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-020/MANIFEST.json
IT-T1-021,AgroNotizie — Image Line,T1,1,text/html,https://agronotizie.imagelinenetwork.com/newsletter/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-021/MANIFEST.json
IT-T1-022,OlivoNews — giornale di olivicoltura,T1,1,text/html,https://olivonews.it/category/attualita/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-022/MANIFEST.json
IT-T1-023,SOI — Societa di Ortoflorofrutticoltura Italiana,T1,1,text/html,https://www.soihs.it/pubblicazioni/0000001920/video/olivo.aspx,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T1-023/MANIFEST.json
IT-T2-001,ARPAE — Bollettino agrometeorologico regionale,T2,2,application/pdf,https://www.arpae.it/it/temi-ambientali/meteo/report-meteo/bollettini-e-rapporti-agrometeo/bollettini-agrometeo/bollettini-2026/35_boll_agro_20260831.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-001/MANIFEST.json
IT-T2-002,ARPAV — Agrometeo / Agrometeo Informa / bollettini zonali,T2,2,application/pdf,https://www.arpa.veneto.it/risorse/data-agrometeo/agrometeo/32zone/agro_01.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-002/MANIFEST.json
IT-T2-004,SIAS Sicilia — agrometeorologia regional,T2,2,text/html,http://www.sias.regione.sicilia.it/NHEOWL0530_00.html,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-004/MANIFEST.json
IT-T2-006,ARPA Campania,T2,1,text/html,https://www.arpacampania.it/web/guest/news,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-006/MANIFEST.json
IT-T2-007,ARPA Sicilia,T2,1,text/html,https://www.arpa.sicilia.it/attivita/educazione-ambientale/pubblicazioni/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-007/MANIFEST.json
IT-T2-008,ARPAT Toscana,T2,1,text/html,https://www.arpat.toscana.it/pubblicazione/centrali-geotermiche-della-toscana-anno-2025/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-008/MANIFEST.json
IT-T2-009,ISPRA — Istituto Superiore per la Protezione e la Ricerca Ambientale,T2,1,application/pdf,https://www.isprambiente.gov.it/it/files/iso_9001-ita-c859101-2-20260709.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-009/MANIFEST.json
IT-T2-010,APPA Trento — Agenzia provinciale protezione ambiente,T2,1,text/html,https://www.appa.provincia.tn.it/News/Approfondimenti/Voluntary-local-review-VLR-2026,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-010/MANIFEST.json
IT-T2-011,ARPA Lombardia,T2,1,application/pdf,https://www.arpalombardia.it/media/3filtsmf/la-montagna-che-cambia-crnv-ottobre-2026.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-011/MANIFEST.json
IT-T2-012,ARPA Friuli Venezia Giulia — OSMER,T2,1,text/html,https://www.arpa.fvg.it/temi/temi/educazione-ambientale/news/le-proposte-per-le-scuole-202627/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-012/MANIFEST.json
IT-T2-013,ARPA Lazio,T2,1,text/html,https://www.arpalazio.it/web/guest/ambiente/rir/pubblicazioni,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-013/MANIFEST.json
IT-T2-014,ARPA Molise,T2,1,application/pdf,https://www.arpamolise.it/Comunicazione/Pubblicazioni/pdf/cartaservizi.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-014/MANIFEST.json
IT-T2-015,AIAM — Associazione Italiana di Agrometeorologia,T2,1,application/pdf,https://www.agrometeorologia.it/wp-content/uploads/2021/03/2021_brochure_it.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-015/MANIFEST.json
IT-T2-016,ARPA Marche,T2,1,application/pdf,https://www.arpa.marche.it/images/pdf/agenzia/TARIFFARIO_2026.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-016/MANIFEST.json
IT-T2-017,CNR IRET — Istituto di Ricerca sugli Ecosistemi Terrestri,T2,1,text/html,https://www.iret.cnr.it/news/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-017/MANIFEST.json
IT-T2-018,CNR ISAFOM — Istituto per i Sistemi Agricoli e Forestali del Mediterraneo,T2,1,text/html,https://isafom.cnr.it/category/news/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-018/MANIFEST.json
IT-T2-019,ARPA Piemonte,T2,1,text/html,https://www.arpa.piemonte.it/notizia/relazione-sullo-stato-dellambiente-piemonte-2026,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-019/MANIFEST.json
IT-T2-020,ARTA Abruzzo,T2,1,application/pdf,https://www.artaabruzzo.it/download/aree/qualita/MIP_07_01_01_modulo_reclami_rev_01.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-020/MANIFEST.json
IT-T2-021,ARPA Liguria,T2,1,text/html,https://www.arpal.liguria.it/home-page/notizie-tematiche/item/estate-2026-a-genova-quasi-90-notti-tropicali-e-60-piu-che-tropicali.html,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-021/MANIFEST.json
IT-T2-022,ARPA Valle d'Aosta,T2,1,text/html,https://www.arpa.vda.it/component/tags/tag/bollettini,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-022/MANIFEST.json
IT-T2-023,ARPA Basilicata,T2,1,text/html,https://www.arpab.it/articoli/news/arpa-informa/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-023/MANIFEST.json
IT-T2-024,ANBI — Associazione Nazionale Consorzi di gestione e tutela del territorio e acque irrigue,T2,1,application/pdf,https://www.anbi.it/public/sezioni/protocollolipu-firmato-pdf-20260303161103.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T2-024/MANIFEST.json
IT-T3-002,Campania — Bollettini fitosanitari regionali,T3,3,application/pdf,https://agricoltura.regione.campania.it/difesa/bollettini/bollettini_2026/pdf/SA-02-09.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-002/MANIFEST.json
IT-T3-008,ARIF Puglia / Agrometeo Puglia — rete fitosanitaria,T3,3,application/pdf,https://www.agrometeopuglia.it/bollettino-elettronico/settimanale/2026/Notiziario_Agrometeorologico_N36_02-09-2026.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-008/MANIFEST.json
IT-T3-010,APOL Lecce — monitoraggio olivicolo,T3,2,application/pdf,http://www.apol.it/documenti/notizie/Bollettino_Mosca_dellOlivo_n_9_del_07_09_2026.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-010/MANIFEST.json
IT-T3-011,"AGRIOS — direttive, aggiornamenti e deroghe per la produzione integrata",T3,1,application/pdf,https://www.agrios.it/wp-content/uploads/0286_26_Agrios_Broschuere_Richtlinien_integrierte_Kernobstbau_IT_WEB.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-011/MANIFEST.json
IT-T3-013,Emilia-Romagna — Servizio Fitosanitario,T3,1,text/html,https://agricoltura.regione.emilia-romagna.it/fitosanitario/difesa-sostenibile/bollettini/bollettini-interprovinciali-di-produzione-integrata-e-biologica-2026,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-013/MANIFEST.json
IT-T3-014,Servizio Fitosanitario Nazionale — Protezione delle Piante,T3,1,text/html,https://www.protezionedellepiante.it/category/articoli/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-014/MANIFEST.json
IT-T3-015,Toscana — Servizio Fitosanitario Regionale,T3,1,text/html,https://www.regione.toscana.it/regione/approfondimenti,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-015/MANIFEST.json
IT-T3-016,Veneto — Servizio Fitosanitario Regionale,T3,1,text/html,https://www.regione.veneto.it/web/guest/newsletter,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-016/MANIFEST.json
IT-T3-017,CNR IPSP — Istituto per la Protezione Sostenibile delle Piante,T3,1,text/html,http://www.ipsp.cnr.it/notizie/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-017/MANIFEST.json
IT-T3-018,CNR ISPA — Istituto di Scienze delle Produzioni Alimentari,T3,1,text/html,https://www.ispa.cnr.it/news-e-eventi,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-018/MANIFEST.json
IT-T3-019,Agroinnova — Centro di Competenza per l'Innovazione in campo agro-ambientale,T3,1,text/html,https://www.agroinnova.unito.it/it/ricerca/progetti-di-ricerca,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-019/MANIFEST.json
IT-T3-020,Societa Entomologica Italiana,T3,1,application/pdf,https://www.societaentomologicaitaliana.it/wp-content/uploads/2024/11/Volantino_Esapodi.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-020/MANIFEST.json
IT-T3-021,SIPaV — Societa Italiana di Patologia Vegetale,T3,1,text/html,https://www.sipav.org/it/12/News/,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T3-021/MANIFEST.json
IT-T5-002,FEM OpenPub — repositório de publicações,T5,1,text/html,https://openpub.fmach.it/handle/10449/91515,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-002/MANIFEST.json
IT-T5-003,Giornate Fitopatologiche — atti e programma,T5,2,application/pdf,https://aipp.it/wp-content/uploads/2025/12/11_Altieri_Bilancio-Fitosanitario-Olivo-2024-25-Basilicata.pdf,SIM,"cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-003/MANIFEST.json
IT-T5-006,CNR — Consiglio Nazionale delle Ricerche,T5,1,text/html,https://www.cnr.it/it/news/14617/l-enigma-del-medioevo-a-grotta-romanelli-tre-corpi-e-un-mistero-lungo-millenni,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-006/MANIFEST.json
IT-T5-007,Institut Agricole Regional — Aosta,T5,1,application/pdf,https://www.iaraosta.it/wp-content/uploads/2026/07/Carta-della-qualita-FIRMATA.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-007/MANIFEST.json
IT-T5-008,Fondazione Agrion — Fondazione per la ricerca l'innovazione e lo sviluppo tecnologico dell'agricoltura piemontese,T5,1,application/pdf,https://www.agrion.it/2021/wp-content/uploads/2023/04/09-WEB-Informativa-newsletter.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-008/MANIFEST.json
IT-T5-009,Fondazione Minoprio,T5,1,application/pdf,https://www.fondazioneminoprio.it/wp-content/uploads/2025/04/REGOLAMENTO-FM-2025-26.pdf,"NAO — o item foi aberto e resumido (com SHA256 do que foi lido), os bytes nao ficaram","cadencia · o que fazer quando quebrar · campos esperados · dono que responde — nada disto esta medido, e nenhum e adivinhavel a partir da rota",data/samples/IT-SOURCE-SAMPLES/IT-T5-009/MANIFEST.json
