TIPO,PAIS,NOME,URL,PARA_QUE_SERVE,QUEM_VIU,ONDE_VIU,NOTA
BASE_OFICIAL,IT,Plantgest — banca dati varieta,https://plantgest.imagelinenetwork.com/,"base/registro oficial de Image Line sobre varieta vegetali, schede — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'base_dados' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Friuli Venezia Giulia — OSMER,https://www.arpa.fvg.it/,"base/registro oficial de ARPA FVG sobre meteo, agrometeo, OSMER — alimenta T2 (clima/acqua/suolo)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ERSA FVG — Agenzia regionale per lo sviluppo rurale,https://www.ersa.fvg.it/,"base/registro oficial de Regione Friuli-Venezia Giulia sobre servizio fitosanitario, vite, divulgazione — alimenta T3 (praga, doenca e infestanti), T1 (cultura e producao), T7 (rede tecnica)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'servizio_fitosanitario' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Lazio,https://www.arpalazio.it/,"base/registro oficial de ARPA Lazio sobre ambiente, aria, acque — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARSIAL — Agenzia Regionale Sviluppo Innovazione Agricoltura Lazio,https://www.arsial.it/,"base/registro oficial de Regione Lazio sobre sviluppo agricolo, biodiversita, assistenza — alimenta T1 (cultura e producao), T7 (rede tecnica), T3 (praga, doenca e infestanti)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_regionale' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Lazio — Agricoltura Regione Lazio,https://www.regione.lazio.it/cittadini/agricoltura,"base/registro oficial de Regione Lazio sobre agricoltura, PSR — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Liguria,https://www.arpal.liguria.it/,"base/registro oficial de ARPAL sobre meteo, ambiente, allerta — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Agriligurianet — Regione Liguria agricoltura,https://www.agriligurianet.it/,"base/registro oficial de Regione Liguria sobre agricoltura ligure, floricoltura, fitosanitario — alimenta T1 (cultura e producao), T3 (praga, doenca e infestanti), T7 (rede tecnica)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Liguria — Regione Liguria agricoltura,https://www.regione.liguria.it/homepage-agricoltura.html,"base/registro oficial de Regione Liguria sobre agricoltura, floricoltura — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Lombardia,https://www.arpalombardia.it/,"base/registro oficial de ARPA Lombardia sobre meteo, aria, acqua, agrometeo — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Agricoltura Regione Lombardia,https://www.ersaf.lombardia.it/it,"base/registro oficial de Regione Lombardia sobre agricoltura, PSR, fitosanitario — alimenta T1 (cultura e producao), T4 (regulatorio), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,endereco corrigido: dominio nao resolve; ERSAF e o ente regional que serve a funcao · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ERSAF Lombardia — Ente Regionale per i Servizi all'Agricoltura e alle Foreste,https://www.ersaf.lombardia.it/,"base/registro oficial de Regione Lombardia sobre servizi agricoltura, foreste — alimenta T1 (cultura e producao), T7 (rede tecnica), T2 (clima/acqua/suolo)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_regionale' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Ente Nazionale Risi,http://www.enterisi.it/,"base/registro oficial de Ente Nazionale Risi sobre riso, mercato, statistiche, varieta — alimenta T1 (cultura e producao), T10 (mercado e industria), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'ente_filiera' e verificada por sonda HTTP,endereco corrigido: handshake TLS recusado; o endereco HTTP serve o ente · so' responde em HTTP: o certificado do host esta' invalido · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Marche,https://www.arpa.marche.it/,"base/registro oficial de ARPAM sobre ambiente, meteo — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ASSAM Marche — Agenzia Servizi Settore Agroalimentare delle Marche,https://www.assam.marche.it/,"base/registro oficial de Regione Marche sobre servizio fitosanitario, agrometeo, assistenza tecnica — alimenta T3 (praga, doenca e infestanti), T2 (clima/acqua/suolo), T7 (rede tecnica)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'servizio_fitosanitario' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Molise,https://www.arpamolise.it/,"base/registro oficial de ARPA Molise sobre ambiente, meteo — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Regione Molise — Agricoltura,https://www.regione.molise.it/,"base/registro oficial de Regione Molise sobre agricoltura, PSR — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,endereco corrigido: caminho instavel; raiz responde · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ISMEA — Istituto di Servizi per il Mercato Agricolo Alimentare,https://www.ismea.it/,"base/registro oficial de ISMEA sobre mercati, credito, filiere — alimenta T10 (mercado e industria), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_nazionale' e verificada por sonda HTTP,cadeia TLS incompleta no servidor; validado com o intermediario obtido por AIA · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ISPRA — Istituto Superiore per la Protezione e la Ricerca Ambientale,https://www.isprambiente.gov.it/,"base/registro oficial de ISPRA sobre ambiente, acque, suolo, indicatori — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_nazionale' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Rete Rurale Nazionale,https://www.reterurale.it/,"base/registro oficial de MASAF — Rete Rurale Nazionale sobre PSR, sviluppo rurale, CAP — alimenta T12 (politica e ambiente agricola), T7 (rede tecnica)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'politica_agricola' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,SIAN — Sistema Informativo Agricolo Nazionale,https://www.sian.it/,"base/registro oficial de MASAF/AGEA sobre fascicolo aziendale, dati agricoli — alimenta T4 (regulatorio), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_nazionale' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Servizio Fitosanitario Nazionale — Protezione delle Piante,https://www.protezionedellepiante.it/,"base/registro oficial de MASAF — Servizio Fitosanitario Centrale sobre fitosanitario, organismi nocivi, quarantena — alimenta T3 (praga, doenca e infestanti), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'servizio_fitosanitario' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Piemonte,https://www.arpa.piemonte.it/,"base/registro oficial de ARPA Piemonte sobre meteo, clima, agrometeorologia — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Regione Piemonte — Agricoltura e cibo,https://www.regione.piemonte.it/web/temi/agricoltura,"base/registro oficial de Regione Piemonte sobre agricoltura, fitosanitario, PSR — alimenta T1 (cultura e producao), T4 (regulatorio), T3 (praga, doenca e infestanti)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Puglia,https://www.arpa.puglia.it/,"base/registro oficial de ARPA Puglia sobre ambiente, meteo, monitoraggio — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,cadeia TLS incompleta no servidor; validado com o intermediario obtido por AIA · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,AGRIS Sardegna — Agenzia per la ricerca in agricoltura,https://www.sardegnaagricoltura.it/index.php?xsl=443,"base/registro oficial de Regione Sardegna — AGRIS sobre ricerca agricola, sperimentazione — alimenta T5 (ciencia), T1 (cultura e producao)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_regionale' e verificada por sonda HTTP,endereco corrigido: caminho /agris/ devolve 404; a rota real usa parametro xsl · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Sardegna,https://www.arpa.sardegna.it/,"base/registro oficial de ARPAS sobre meteo, agrometeorologia, ambiente — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Sardegna Agricoltura — Laore,https://www.sardegnaagricoltura.it/,"base/registro oficial de Regione Sardegna — Agenzia Laore sobre assistenza tecnica, colture, divulgazione — alimenta T1 (cultura e producao), T7 (rede tecnica), T3 (praga, doenca e infestanti)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_regionale' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Sicilia,https://www.arpa.sicilia.it/,"base/registro oficial de ARPA Sicilia sobre ambiente, monitoraggio — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,cadeia TLS incompleta no servidor; validado com o intermediario obtido por AIA · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPAT Toscana,https://www.arpat.toscana.it/,"base/registro oficial de ARPAT sobre ambiente, acque, monitoraggio — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Regione Toscana — Agricoltura,https://www.regione.toscana.it/agricoltura,"base/registro oficial de Regione Toscana sobre agricoltura, PSR, olivo, vite — alimenta T1 (cultura e producao), T4 (regulatorio), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Toscana — Servizio Fitosanitario Regionale,https://www.regione.toscana.it/,"base/registro oficial de Regione Toscana sobre servizio fitosanitario — alimenta T3 (praga, doenca e infestanti), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'servizio_fitosanitario' e verificada por sonda HTTP,endereco corrigido: caminho devolve 404 · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,APPA Trento — Agenzia provinciale protezione ambiente,https://appa.provincia.tn.it/,"base/registro oficial de Provincia autonoma di Trento sobre ambiente, acque — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Provincia autonoma di Bolzano — Agricoltura,https://www.provincia.bz.it/agricoltura-foreste/,"base/registro oficial de Provincia autonoma di Bolzano sobre frutticoltura, melo, viticoltura — alimenta T1 (cultura e producao), T4 (regulatorio), T3 (praga, doenca e infestanti)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Provincia autonoma di Trento — Agricoltura,https://www.provincia.tn.it/,"base/registro oficial de Provincia autonoma di Trento sobre agricoltura, melo, vite — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,endereco corrigido: caminho devolve 410 (removido); raiz responde · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Regione Umbria — Agricoltura,https://www.regione.umbria.it/agricoltura,"base/registro oficial de Regione Umbria sobre agricoltura, PSR — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Umbria — Agricoltura e foreste,https://www.regione.umbria.it/home,"base/registro oficial de Regione Umbria sobre agricoltura, PSR — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,endereco corrigido: a raiz devolve 404; /home responde · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,ARPA Valle d'Aosta,https://www.arpa.vda.it/,"base/registro oficial de ARPA Valle d'Aosta sobre ambiente, meteo alpino, neve — alimenta T2 (clima/acqua/suolo), T12 (politica e ambiente agricola)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'arpa' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Regione Valle d'Aosta — Agricoltura,https://www.regione.vda.it/agricoltura/,"base/registro oficial de Regione Autonoma Valle d'Aosta sobre agricoltura di montagna, viticoltura — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Valle d'Aosta — Assessorato Agricoltura e Risorse Naturali,https://www.regione.vda.it/,"base/registro oficial de Regione Autonoma Valle d'Aosta sobre agricoltura di montagna — alimenta T1 (cultura e producao), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'regione_agricoltura' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Veneto Agricoltura — Agenzia veneta per l'innovazione nel settore primario,https://www.venetoagricoltura.org/,"base/registro oficial de Regione Veneto sobre ricerca applicata, divulgazione, bollettini — alimenta T1 (cultura e producao), T5 (ciencia), T7 (rede tecnica)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'agenzia_regionale' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
BASE_OFICIAL,IT,Veneto — Servizio Fitosanitario Regionale,https://www.regione.veneto.it/web/agricoltura-e-foreste,"base/registro oficial de Regione Veneto sobre servizio fitosanitario — alimenta T3 (praga, doenca e infestanti), T4 (regulatorio)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'servizio_fitosanitario' e verificada por sonda HTTP,endereco corrigido: caminho devolve 404 · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
CIENCIA,IT,UNITE Facolta di Bioscienze e Tecnologie Agro-alimentari e Ambientali,https://www.unite.it/UniTE/Bioscienze_e_Tecnologie_Agro-Alimentari_e_Ambientali,"fonte cientifica de Universita di Teramo sobre bioscienze, agroalimentare — alimenta T5 (ciencia), T6 (pesquisadores)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'universita' e verificada por sonda HTTP,endereco corrigido: nome do departamento mudou · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
CIENCIA,IT,UNIRC Dipartimento di Agraria,https://www.agraria.unirc.it/,"fonte cientifica de Universita Mediterranea di Reggio Calabria sobre agrumi, olivo, agraria — alimenta T5 (ciencia), T6 (pesquisadores), T1 (cultura e producao)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'universita' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
CIENCIA,IT,Antonio Pietro GARONNA — registo cientifico ORCID (Università degli Studi di Napoli Federico II),https://orcid.org/0000-0002-8441-5208,"acompanhar a producao cientifica de Antonio Pietro GARONNA (Università degli Studi di Napoli Federico II) em olivo / Bactrocera oleae — alimenta T6 (pesquisadores), T5 (ciencia)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",ORCID public API — afiliacao italiana atual: Università degli Studi di Napoli Federico II,ORCID 0000-0002-8441-5208 · afiliacao atual Università degli Studi di Napoli Federico II · CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
CIENCIA,IT,CNR ISAFOM — Istituto per i Sistemi Agricoli e Forestali del Mediterraneo,https://www.isafom.cnr.it/,"fonte cientifica de CNR sobre agrosistemi mediterranei, acqua, suolo — alimenta T2 (clima/acqua/suolo), T1 (cultura e producao), T5 (ciencia)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'istituto_cnr' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
CIENCIA,IT,UNINA Dipartimento di Agraria — Portici,https://www.agraria.unina.it/,"fonte cientifica de Universita di Napoli Federico II sobre agraria, entomologia, patologia — alimenta T5 (ciencia), T6 (pesquisadores), T3 (praga, doenca e infestanti)","claude-code (missao ITALY-200-SOURCES-DISCOVERY, 2026-09-14)",descoberta por familia de fonte 'universita' e verificada por sonda HTTP,CANDIDATA validada em 2026-09-14; SOURCE_ID nao atribuido (nasce na porta canonica)
